train/value_loss,train/learning_rate,train/explained_variance,time/fps,time/iterations,time/time_elapsed,train/n_updates,train/std,train/entropy_loss,train/policy_loss,train/reward,time/total_timesteps
1.878587007522583,0.0007,-0.0140380859375,262,4100,78,4099,1.0222442150115967,-11.506608009338379,-7.252161979675293,-0.2503744,20500
86.5707015991211,0.0007,-0.0021545886993408203,261,4200,80,4199,1.023837924003601,-11.517746925354004,-98.30818176269531,-0.59463835,21000
5.865355491638184,0.0007,0.0,261,4300,82,4299,1.025824785232544,-11.53409481048584,-23.2442626953125,2.902168,21500
33.78887176513672,0.0007,0.0,261,4400,84,4399,1.02352774143219,-11.521209716796875,27.365829467773438,1.9206802,22000
98.69310760498047,0.0007,1.1920928955078125e-07,260,4500,86,4499,1.0208613872528076,-11.497496604919434,107.78865051269531,3.270264,22500
99.60548400878906,0.0007,0.004554629325866699,260,4600,88,4599,1.020858883857727,-11.49876594543457,0.786059558391571,8.13564,23000
6.618540287017822,0.0007,0.0003927946090698242,260,4700,90,4699,1.0189541578292847,-11.481298446655273,-9.768247604370117,-0.12156626,23500
149.39559936523438,0.0007,-0.003583550453186035,260,4800,92,4799,1.0249041318893433,-11.524087905883789,-111.88387298583984,-2.016906,24000
7.639214515686035,0.0007,-0.012447476387023926,260,4900,94,4899,1.0279271602630615,-11.548355102539062,13.5547456741333,2.7948086,24500
40.17111587524414,0.0007,0.0,260,5000,96,4999,1.0269553661346436,-11.541666984558105,-59.7730712890625,1.471569,25000
416.7392578125,0.0007,-1.0728836059570312e-06,260,5100,98,5099,1.023695945739746,-11.52285385131836,173.79965209960938,1.2861205,25500
282.372802734375,0.0007,0.00039827823638916016,260,5200,99,5199,1.024723768234253,-11.529623031616211,74.37733459472656,27.18916,26000
4.85678768157959,0.0007,-0.0004436969757080078,260,5300,101,5299,1.0289844274520874,-11.561346054077148,-22.774211883544922,0.77378356,26500
16.22135353088379,0.0007,0.019500911235809326,260,5400,103,5399,1.0308939218521118,-11.57894515991211,-31.697673797607422,0.95309997,27000
48.71944046020508,0.0007,-0.0032198429107666016,260,5500,105,5499,1.03444242477417,-11.604921340942383,-21.75603675842285,-4.0434084,27500
9.322772026062012,0.0007,-0.028702259063720703,260,5600,107,5599,1.0377042293548584,-11.63148021697998,-6.5952277183532715,-0.29433775,28000
2185.291748046875,0.0007,0.015228867530822754,260,5700,109,5699,1.041136622428894,-11.658819198608398,-438.5338439941406,-16.975143,28500
1.8137199878692627,0.0007,0.0,260,5800,111,5799,1.0439472198486328,-11.684259414672852,-9.51753044128418,0.14098172,29000
2.527113199234009,0.0007,-0.0015395879745483398,260,5900,113,5899,1.046816110610962,-11.702518463134766,-1.170793890953064,1.0726352,29500
4.112370491027832,0.0007,0.000957787036895752,260,6000,115,5999,1.0456382036209106,-11.687228202819824,16.463382720947266,-3.396383,30000
10.545367240905762,0.0007,0.003616809844970703,260,6100,116,6099,1.0469017028808594,-11.700950622558594,-9.731599807739258,-5.365951,30500
42.974308013916016,0.0007,-0.0009652376174926758,260,6200,118,6199,1.0470954179763794,-11.698224067687988,77.18798828125,-1.5659945,31000
285.7445068359375,0.0007,9.870529174804688e-05,261,6300,120,6299,1.0510765314102173,-11.734174728393555,126.67546081542969,24.177277,31500
11.642202377319336,0.0007,0.0008696317672729492,261,6400,122,6399,1.051598310470581,-11.73641586303711,35.47288131713867,2.9200242,32000
6.610346794128418,0.0007,-0.0007342100143432617,261,6500,124,6499,1.0480295419692993,-11.711296081542969,-23.00485610961914,-3.6106138,32500
10.524256706237793,0.0007,0.00031447410583496094,261,6600,126,6599,1.0458495616912842,-11.691019058227539,-25.399404525756836,0.63201827,33000
1461.0567626953125,0.0007,-0.0007461309432983398,261,6700,127,6699,1.0444178581237793,-11.676809310913086,-356.9538269042969,-17.15272,33500
197.2592010498047,0.0007,5.960464477539063e-08,261,6800,129,6799,1.0410265922546387,-11.651597023010254,-133.59896850585938,1.1525321,34000
242.7233428955078,0.0007,-0.00024688243865966797,262,6900,131,6899,1.0387439727783203,-11.636039733886719,-117.0941162109375,-1.1806153,34500
6.540595054626465,0.0007,1.1920928955078125e-07,262,7000,133,6999,1.0382509231567383,-11.626848220825195,31.701831817626953,-0.4013448,35000
2.6333751678466797,0.0007,0.0,262,7100,135,7099,1.0426255464553833,-11.663851737976074,1.1818180084228516,2.9611917,35500
278.0087890625,0.0007,0.0,262,7200,137,7199,1.0482292175292969,-11.701656341552734,-159.18125915527344,1.9534606,36000
28.742046356201172,0.0007,5.960464477539063e-08,262,7300,139,7299,1.0502249002456665,-11.725229263305664,-3.643824338912964,0.717267,36500
11.587151527404785,0.0007,0.0,262,7400,140,7399,1.0506865978240967,-11.723727226257324,24.055625915527344,1.1703293,37000
94.84117126464844,0.0007,1.1920928955078125e-07,262,7500,142,7499,1.0516902208328247,-11.732686996459961,98.08206939697266,-17.865915,37500
9.275482177734375,0.0007,-1.0424163341522217,262,7600,144,7599,1.0541369915008545,-11.750715255737305,-35.60852813720703,0.35013995,38000
24.734691619873047,0.0007,-0.04943382740020752,262,7700,146,7699,1.0521376132965088,-11.733497619628906,-61.34331130981445,0.5039072,38500
6.606333255767822,0.0007,0.0,262,7800,148,7799,1.0559312105178833,-11.760611534118652,13.230386734008789,-0.5058476,39000
78.19752502441406,0.0007,5.960464477539063e-08,262,7900,150,7899,1.0555793046951294,-11.757108688354492,88.80484771728516,3.3070047,39500
33.234432220458984,0.0007,0.0,262,8000,152,7999,1.0554696321487427,-11.753204345703125,-45.927677154541016,-3.0588233,40000
247.460693359375,0.0007,0.0,262,8100,153,8099,1.0569931268692017,-11.763711929321289,159.43333435058594,22.210886,40500
1.917151689529419,0.0007,-3.4376096725463867,262,8200,155,8199,1.0620131492614746,-11.798066139221191,-11.478988647460938,-0.27728772,41000
3.967634677886963,0.0007,0.036593079566955566,262,8300,157,8299,1.062566876411438,-11.804924964904785,9.998785018920898,-3.1658046,41500
63.793846130371094,0.0007,0.0,262,8400,159,8399,1.064717173576355,-11.82031536102295,-95.37210845947266,-2.375591,42000
36.99718475341797,0.0007,0.0,262,8500,161,8499,1.0643941164016724,-11.811944961547852,-60.801856994628906,1.8667129,42500
132.64950561523438,0.0007,0.0,263,8600,163,8599,1.0661747455596924,-11.824029922485352,-38.85364532470703,-21.191483,43000
151.02279663085938,0.0007,-12.109349250793457,263,8700,165,8699,1.0674785375595093,-11.835775375366211,119.98336029052734,1.0746595,43500
1.1866272687911987,0.0007,-1.1920928955078125e-07,263,8800,167,8799,1.0664467811584473,-11.829097747802734,-10.854903221130371,0.1675836,44000
10.580873489379883,0.0007,-0.21651649475097656,263,8900,169,8899,1.069291591644287,-11.850553512573242,32.09298324584961,0.13623548,44500
5.099145889282227,0.0007,-0.11097443103790283,263,9000,171,8999,1.0751471519470215,-11.888313293457031,11.925088882446289,0.7092128,45000
19.6011905670166,0.0007,5.960464477539063e-08,262,9100,173,9099,1.0790926218032837,-11.914676666259766,44.02679443359375,0.10169871,45500
39.73688888549805,0.0007,1.1920928955078125e-07,262,9200,174,9199,1.0836005210876465,-11.944560050964355,73.00240325927734,-1.1853088,46000
2.2645866870880127,0.0007,-4.692606449127197,262,9300,176,9299,1.08340322971344,-11.943612098693848,-10.850439071655273,0.34281734,46500
34.932762145996094,0.0007,0.0,262,9400,178,9399,1.0847277641296387,-11.950705528259277,-36.442115783691406,1.683786,47000
1.3481216430664062,0.0007,0.1031346321105957,262,9500,180,9499,1.0844577550888062,-11.94753646850586,-8.212181091308594,0.43456307,47500
5.73870325088501,0.0007,0.009976446628570557,262,9600,182,9599,1.087550163269043,-11.971489906311035,-24.696504592895508,-0.6335306,48000
2.3336265087127686,0.0007,0.0,262,9700,184,9699,1.0887720584869385,-11.978768348693848,-9.56944465637207,6.805767,48500
98.37890625,0.0007,-1.1920928955078125e-07,262,9800,186,9799,1.0894137620925903,-11.9884033203125,95.66230773925781,10.779902,49000
0.70769202709198,0.0007,0.0,262,9900,188,9899,1.0859291553497314,-11.961129188537598,-2.1791718006134033,-0.18708245,49500
3.2467124462127686,0.0007,0.0,262,10000,190,9999,1.0898537635803223,-11.993589401245117,16.19204330444336,0.6125157,50000
